Query	Reference	Core	Accessory
12673_8#31	12754_4#70	0.005830316	0.9371518
12673_8#31	12754_4#71	0.008693297	0.990095
12673_8#31	12754_4#73	0.010106423	0.9900384
12673_8#31	12754_4#74	0.011089104	0.9899816
12673_8#32	12673_8#34	0.00821809	0.99011624
12673_8#32	12673_8#36	0.006260528	0.89095956
12673_8#32	12673_8#37	0.0102548385	0.99001026
12673_8#32	12673_8#39	0.045742378	0.70059294
12673_8#32	12673_8#41	0.010104327	0.9900389
12673_8#32	12673_8#42	0.010098418	0.99004006
12673_8#32	12673_8#43	0.0056008063	0.86488074
12673_8#32	12754_4#66	0.010086498	0.9900402
12673_8#32	12754_4#68	0.010155941	0.99002564
12673_8#32	12754_4#70	0.005920207	0.87379134
12673_8#32	12754_4#71	0.04801001	0.74090844
12673_8#32	12754_4#73	0.00959052	0.9900507
12673_8#32	12754_4#74	0.009372064	0.9900611
12673_8#34	12673_8#36	0.008631291	0.99009794
12673_8#34	12673_8#37	0.008833592	0.99008876
12673_8#34	12673_8#39	0.0463187	0.7249835
12673_8#34	12673_8#41	0.005207865	0.8712843
12673_8#34	12673_8#42	0.009324824	0.99005896
12673_8#34	12673_8#43	0.010047383	0.9900277
12673_8#34	12754_4#66	0.011056122	0.98997754
12673_8#34	12754_4#68	0.009852529	0.99004513
12673_8#34	12754_4#70	0.010077325	0.99002516
12673_8#34	12754_4#71	0.04526736	0.7035658
12673_8#34	12754_4#73	0.009640948	0.9900498
12673_8#34	12754_4#74	0.010225112	0.99001414
12673_8#36	12673_8#37	0.0061057988	0.954681
12673_8#36	12673_8#39	0.04779376	0.7139831
12673_8#36	12673_8#41	0.0046264865	0.91183305
12673_8#36	12673_8#42	0.0008827686	0.98078424
12673_8#36	12673_8#43	0.007527635	0.9901518
12673_8#36	12754_4#66	0.008218002	0.9901172
12673_8#36	12754_4#68	0.00021361465	0.9721741
12673_8#36	12754_4#70	0.0001696563	0.9528317
12673_8#36	12754_4#71	0.049088564	0.73509586
12673_8#36	12754_4#73	0.0064251595	0.89129406
12673_8#36	12754_4#74	0.0064006466	0.89126045
12673_8#37	12673_8#39	0.010062776	0.99004227
12673_8#37	12673_8#41	0.0105784405	0.99000835
12673_8#37	12673_8#42	0.048571542	0.7325351
12673_8#37	12673_8#43	0.0052212896	0.92343366
12673_8#37	12754_4#66	0.0054663224	0.96003324
12673_8#37	12754_4#68	0.005626444	0.94557387
12673_8#37	12754_4#70	0.008891779	0.99008626
12673_8#37	12754_4#71	0.0060590045	0.96408635
12673_8#37	12754_4#73	0.005563633	0.9454693
12673_8#37	12754_4#74	0.04726112	0.71742225
12673_8#39	12673_8#41	0.047614776	0.7272601
12673_8#39	12673_8#42	0.047809076	0.71950024
12673_8#39	12673_8#43	0.0454676	0.67448527
12673_8#39	12754_4#66	0.046823647	0.70850563
12673_8#39	12754_4#68	0.04757836	0.71871585
12673_8#39	12754_4#70	0.047409	0.7012092
12673_8#39	12754_4#71	0.0105807455	0.8660866
12673_8#39	12754_4#73	0.04451173	0.70560175
12673_8#39	12754_4#74	0.0470658	0.7331235
12673_8#41	12673_8#42	0.010112154	0.9900392
12673_8#41	12673_8#43	0.006380626	0.8992039
12673_8#41	12754_4#66	0.048121605	0.7340605
12673_8#41	12754_4#68	0.008911715	0.9900809
12673_8#41	12754_4#70	0.007274787	0.99015814
12673_8#41	12754_4#71	0.0	0.97462994
12673_8#41	12754_4#73	0.009030564	0.9900737
12673_8#41	12754_4#74	0.008148871	0.9901214
12673_8#42	12673_8#43	0.008307792	0.99011505
12673_8#42	12754_4#66	0.008188762	0.99011993
12673_8#42	12754_4#68	0.00056340423	0.990043
12673_8#42	12754_4#70	0.0005241752	0.9540882
12673_8#42	12754_4#71	0.049555678	0.74759084
12673_8#42	12754_4#73	0.010110289	0.99003977
12673_8#42	12754_4#74	0.006659747	0.9056167
12673_8#43	12754_4#66	0.006109288	0.87199616
12673_8#43	12754_4#68	0.0058663706	0.8623625
12673_8#43	12754_4#70	0.048430018	0.7215639
12673_8#43	12754_4#71	0.005391589	0.9291887
12673_8#43	12754_4#73	0.008220929	0.99011886
12673_8#43	12754_4#74	0.008825419	0.9900887
12754_4#66	12754_4#68	0.007844434	0.99013495
12754_4#66	12754_4#70	0.008833783	0.9900881
12754_4#66	12754_4#71	0.047743533	0.72030133
12754_4#66	12754_4#73	0.006425442	0.89447796
12754_4#66	12754_4#74	0.0064679496	0.896346
12754_4#68	12754_4#70	0.010188473	0.9900249
12754_4#68	12754_4#71	0.010238825	0.99002254
12754_4#68	12754_4#73	0.048826765	0.7384502
12754_4#68	12754_4#74	0.0	0.9524689
12754_4#70	12754_4#71	0.049037263	0.7275471
12754_4#70	12754_4#73	0.0060215066	0.8734798
12754_4#70	12754_4#74	0.011478518	0.9899654
12754_4#71	12754_4#73	0.046448953	0.7386638
12754_4#71	12754_4#74	0.04619969	0.7264615
12754_4#73	12754_4#74	0.00030859676	0.97068965
